train_size,CNN_standard,CNN_matern,CNN_beta,Transformer_standard,Transformer_matern,Transformer_beta,MLP_standard,MLP_matern,MLP_beta
202079.81,0.9234906,0.92359304,0.79013264,0.9896651300000001,0.9897726920000001,0.8496392720000001,0.85731607,0.8574133879999999,0.730626008
207129.3,0.92354786,0.9236548,0.7902901,0.989725253,0.98983754,0.8498046050000001,0.857370467,0.85747206,0.7307755949999999
212178.8,0.9236039,0.92371494,0.7904485,0.9897840950000001,0.989900687,0.849970925,0.857423705,0.857529193,0.730926075
217228.3,0.9236586,0.9237737,0.7906076,0.9898415300000001,0.9899623850000001,0.8501379800000001,0.8574756699999999,0.857585015,0.7310772199999999
222277.78,0.9237122,0.9238311,0.790767,0.98989781,0.99,0.8503053500000001,0.85752659,0.857639545,0.7312286499999999
227327.28,0.92376465,0.9238873,0.7909268,0.9899528825,0.99,0.8504731400000001,0.8575764174999999,0.8576929349999999,0.73138046
232376.78,0.923816,0.9239422,0.7910865,0.99,0.99,0.850640825,0.8576251999999999,0.85774509,0.731532175
237426.27,0.9238664,0.9239959,0.79124606,0.99,0.99,0.8508083630000001,0.8576730799999999,0.8577961049999999,0.7316837569999999
242475.77,0.92391574,0.9240485,0.7914053,0.99,0.99,0.850975565,0.8577199529999999,0.857846075,0.7318350349999999
247525.27,0.92396414,0.9241,0.79156417,0.99,0.99,0.8511423785000001,0.857765933,0.857895,0.7319859615
252574.73,0.92401165,0.92415047,0.79172254,0.99,0.99,0.8513086670000001,0.8578110674999999,0.8579429464999999,0.7321364129999999
257624.23,0.92405826,0.9241999,0.7918803,0.99,0.99,0.851474315,0.857855347,0.8579899049999999,0.7322862849999999
262673.75,0.924104,0.92424834,0.7920373,0.99,0.99,0.8516391650000001,0.8578988,0.858035923,0.732435435
267723.22,0.9241489,0.92429596,0.7921936,0.99,0.99,0.8518032800000002,0.857941455,0.858081162,0.7325839199999999
272772.72,0.92419297,0.9243426,0.79234904,0.99,0.99,0.851966492,0.8579833214999999,0.85812547,0.7327315879999999
277822.22,0.92423636,0.9243884,0.7925036,0.99,0.99,0.85212878,0.8580245419999999,0.85816898,0.7328784199999999
282871.7,0.92427903,0.92443335,0.7926572,0.99,0.99,0.85229006,0.8580650784999999,0.8582116825,0.7330243399999999
287921.2,0.92432094,0.9244776,0.79280984,0.99,0.99,0.8524503320000001,0.8581048929999999,0.85825372,0.7331693479999999
292970.7,0.9243621,0.92452097,0.7929615,0.99,0.99,0.852609575,0.8581439949999999,0.8582949215,0.733313425
298020.2,0.92440265,0.9245636,0.79311204,0.99,0.99,0.8527676420000001,0.8581825175,0.85833542,0.7334564379999999
303069.7,0.9244426,0.92460555,0.7932615,0.99,0.99,0.852924575,0.8582204699999999,0.8583752724999999,0.7335984249999999
308119.2,0.9244819,0.92464674,0.79340994,0.99,0.99,0.853080437,0.8582578049999999,0.8584144029999999,0.7337394429999999
313168.7,0.9245206,0.9246873,0.7935572,0.99,0.99,0.85323506,0.85829457,0.858452935,0.7338793399999999
318218.2,0.92455864,0.9247272,0.79370344,0.99,0.99,0.853388612,0.8583307079999999,0.8584908399999999,0.734018268
323267.7,0.9245962,0.9247664,0.79384845,0.99,0.99,0.8535408725000001,0.8583663899999999,0.8585280799999999,0.7341560275
328317.2,0.92463315,0.92480505,0.7939924,0.99,0.99,0.8536920200000001,0.8584014925,0.8585647974999999,0.73429278
333366.66,0.92466956,0.9248431,0.7941351,0.99,0.99,0.853841855,0.858436082,0.858600945,0.734428345
338416.16,0.92470545,0.9248805,0.79427665,0.99,0.99,0.8539904825000001,0.8584701775,0.858636475,0.7345628175
343465.66,0.92474085,0.9249174,0.79441714,0.99,0.99,0.854137997,0.8585038074999999,0.85867153,0.7346962829999999
348515.12,0.9247758,0.92495376,0.7945564,0.99,0.99,0.8542842200000001,0.8585370099999999,0.8587060719999999,0.73482858
353564.62,0.9248102,0.9249896,0.7946945,0.99,0.99,0.8544292250000001,0.8585696899999999,0.8587401199999999,0.7349597749999999
358614.12,0.92484415,0.92502487,0.7948315,0.99,0.99,0.8545730750000001,0.8586019424999999,0.8587736264999999,0.7350899249999999
363663.62,0.92487764,0.9250596,0.7949673,0.99,0.99,0.8547156650000001,0.8586337579999999,0.85880662,0.735218935
368713.12,0.92491066,0.9250939,0.795102,0.99,0.99,0.8548571,0.858665127,0.858839205,0.7353468999999999
373762.62,0.9249433,0.92512774,0.7952355,0.99,0.99,0.854997275,0.858696135,0.858871353,0.735473725
378812.12,0.9249756,0.9251611,0.79536784,0.99,0.99,0.8551362320000001,0.85872682,0.8589030449999999,0.735599448
383861.62,0.92500734,0.92519397,0.7954992,0.99,0.99,0.85527416,0.8587569729999999,0.8589342715,0.7357242399999999
388911.12,0.92503875,0.92522645,0.79562926,0.99,0.99,0.8554107230000001,0.8587868125,0.8589651275,0.7358477969999999
393960.6,0.92506975,0.9252585,0.7957584,0.99,0.99,0.8555463200000001,0.8588162625,0.8589955749999999,0.7359704799999999
399010.1,0.9251003,0.9252901,0.79588634,0.99,0.99,0.8556806570000001,0.8588452849999999,0.859025595,0.736092023
404059.6,0.9251306,0.92532134,0.7960132,0.99,0.99,0.85581386,0.8588740699999999,0.859055273,0.7362125399999999
409109.1,0.9251605,0.92535216,0.79613894,0.99,0.99,0.855945887,0.8589024749999999,0.8590845519999999,0.736331993
414158.6,0.92519003,0.9253826,0.7962637,0.99,0.99,0.8560768850000001,0.8589305285,0.85911347,0.7364505149999999
419208.06,0.92521924,0.92541265,0.7963873,0.99,0.99,0.8562066650000001,0.8589582779999999,0.8591420174999999,0.736567935
424257.56,0.9252481,0.9254423,0.7965099,0.99,0.99,0.856335395,0.858985695,0.859170185,0.736684405
429307.06,0.92527664,0.9254716,0.7966315,0.99,0.99,0.8564630750000001,0.8590128079999999,0.8591980199999999,0.736799925
434356.56,0.92530483,0.92550063,0.796752,0.99,0.99,0.8565896000000001,0.8590395885,0.8592255985,0.7369144
439406.06,0.92533267,0.92552924,0.7968715,0.99,0.99,0.856715075,0.8590660364999999,0.859252778,0.7370279249999999
444455.56,0.92536026,0.92555755,0.79699,0.99,0.99,0.8568395,0.859092247,0.8592796724999999,0.7371405
449505.06,0.92538756,0.9255855,0.79710746,0.99,0.99,0.8569628330000001,0.8591181819999999,0.8593062249999999,0.7372520869999999
454554.53,0.92541444,0.9256131,0.79722404,0.99,0.99,0.857085242,0.8591437179999999,0.859332445,0.737362838
459604.03,0.9254412,0.92564046,0.79733956,0.99,0.99,0.857206538,0.8591691399999999,0.8593584369999999,0.7374725819999999
464653.53,0.92546755,0.92566746,0.7974542,0.99,0.99,0.85732691,0.8591941725,0.8593840869999999,0.73758149
469703.03,0.9254937,0.92569417,0.79756784,0.99,0.99,0.857446232,0.8592190149999999,0.8594094615,0.737689448
474752.53,0.9255195,0.9257206,0.7976805,0.99,0.99,0.857564525,0.859243525,0.8594345699999999,0.737796475
479802.03,0.9255451,0.9257467,0.79779226,0.99,0.99,0.8576818730000001,0.859267845,0.859459365,0.737902647
484851.5,0.92557037,0.92577255,0.7979031,0.99,0.99,0.8577982550000001,0.8592918514999999,0.8594839224999999,0.7380079449999999
489901.0,0.92559546,0.9257981,0.7980131,0.99,0.99,0.8579137550000001,0.8593156869999999,0.8595081949999999,0.738112445
494950.5,0.9256203,0.9258234,0.7981221,0.99,0.99,0.858028205,0.8593392849999999,0.8595322299999999,0.7382159949999999
500000.0,0.9256449,0.9258484,0.7982303,0.99,0.99,0.858141815,0.859362655,0.85955598,0.7383187849999999
