train_size,CNN_standard,CNN_matern,CNN_beta,Transformer_standard,Transformer_matern,Transformer_beta,MLP_standard,MLP_matern,MLP_beta
333366.66,0.9266928,0.92702675,0.79627454,0.99,0.99,0.8560882670000001,0.8603581599999999,0.8606754124999999,0.7364608129999999
338416.16,0.92671824,0.92705756,0.7964183,0.99,0.99,0.8562392150000001,0.8603823279999999,0.8607046819999999,0.7365973849999999
343465.66,0.9267436,0.9270881,0.79656094,0.99,0.99,0.8563889870000001,0.8604064199999999,0.860733695,0.7367328929999999
348515.12,0.9267687,0.9271182,0.7967026,0.99,0.99,0.8565377300000001,0.860430265,0.8607622899999999,0.73686747
353564.62,0.9267937,0.927148,0.7968432,0.99,0.99,0.8566853600000001,0.860454015,0.8607906,0.7370010399999999
358614.12,0.9268185,0.9271774,0.79698265,0.99,0.99,0.8568317825,0.8604775749999999,0.86081853,0.7371335175
363663.62,0.92684317,0.9272065,0.7971211,0.99,0.99,0.856977155,0.8605010115,0.8608461749999999,0.737265045
368713.12,0.92686766,0.9272353,0.7972584,0.99,0.99,0.8571213200000001,0.8605242769999999,0.860873535,0.73739548
373762.62,0.926892,0.92726374,0.7973947,0.99,0.99,0.857264435,0.8605474,0.8609005529999999,0.737524965
378812.12,0.9269161,0.92729187,0.79752994,0.99,0.99,0.8574064370000001,0.8605702949999999,0.8609272765,0.7376534429999999
383861.62,0.9269401,0.9273197,0.797664,0.99,0.99,0.8575472000000001,0.860593095,0.860953715,0.7377808
388911.12,0.9269639,0.92734724,0.7977971,0.99,0.99,0.8576869550000001,0.8606157049999998,0.860979878,0.7379072449999999
393960.6,0.9269876,0.9273745,0.7979291,0.99,0.99,0.857825555,0.86063822,0.861005775,0.7380326449999999
399010.1,0.92701113,0.9274014,0.79806,0.99,0.99,0.857963,0.8606605734999999,0.86103133,0.738157
404059.6,0.92703444,0.92742807,0.79818994,0.99,0.99,0.858099437,0.860682718,0.8610566665,0.738280443
409109.1,0.9270576,0.9274545,0.79831874,0.99,0.99,0.8582346770000001,0.86070472,0.8610817749999999,0.7384028029999999
414158.6,0.92708063,0.9274806,0.7984466,0.99,0.99,0.85836893,0.8607265984999999,0.8611065699999999,0.73852427
419208.06,0.9271035,0.92750645,0.7985734,0.99,0.99,0.85850207,0.8607483249999999,0.8611311274999999,0.73864473
424257.56,0.9271262,0.92753196,0.7986992,0.99,0.99,0.8586341600000001,0.8607698899999999,0.861155362,0.73876424
429307.06,0.92714876,0.92755735,0.79882395,0.99,0.99,0.8587651475,0.860791322,0.8611794824999999,0.7388827524999999
434356.56,0.9271712,0.9275824,0.7989477,0.99,0.99,0.8588950850000001,0.8608126399999999,0.86120328,0.739000315
439406.06,0.9271934,0.92760724,0.7990705,0.99,0.99,0.8590240250000001,0.8608337299999999,0.861226878,0.739116975
444455.56,0.9272155,0.92763186,0.7991922,0.99,0.99,0.8591518100000001,0.8608547249999999,0.861250267,0.73923259
449505.06,0.9272375,0.9276562,0.799313,0.99,0.99,0.8592786500000001,0.860875625,0.86127339,0.73934735
454554.53,0.92725927,0.92768025,0.7994328,0.99,0.99,0.8594044400000002,0.8608963064999999,0.8612962375,0.73946116
459604.03,0.92728096,0.92770416,0.7995517,0.99,0.99,0.859529285,0.860916912,0.861318952,0.7395741149999999
464653.53,0.9273024,0.9277278,0.7996696,0.99,0.99,0.8596530800000001,0.8609372799999999,0.86134141,0.7396861199999999
469703.03,0.9273238,0.92775124,0.79978657,0.99,0.99,0.8597758985,0.8609576099999999,0.8613636779999999,0.7397972414999999
474752.53,0.927345,0.9277745,0.7999026,0.99,0.99,0.85989773,0.8609777499999999,0.8613857749999999,0.73990747
479802.03,0.9273661,0.9277975,0.8000178,0.99,0.99,0.8600186900000001,0.860997795,0.861407625,0.7400169099999999
484851.5,0.92738706,0.92782027,0.800132,0.99,0.99,0.8601386,0.861017707,0.8614292564999999,0.7401253999999999
489901.0,0.92740786,0.92784286,0.8002453,0.99,0.99,0.8602575650000001,0.861037467,0.861450717,0.740233035
494950.5,0.9274285,0.92786527,0.8003577,0.99,0.99,0.860375585,0.861057075,0.8614720064999999,0.7403398149999999
500000.0,0.927449,0.92788744,0.8004693,0.99,0.99,0.8604927650000002,0.8610765499999999,0.8614930679999999,0.7404458349999999
